"","","A-","A+","B-","B+","C-","C+","D-","D+","A-B-","A+B-","A-B+","A+B+","A-C-","A+C-","B-C-","B+C-","A-C+","A+C+","B-C+","B+C+","A-D-","A+D-","B-D-","B+D-","C-D-","C+D-","A-D+","A+D+","B-D+","B+D+","C-D+","C+D+","A-B-C-","A+B-C-","A-B+C-","A+B+C-","A-B-C+","A+B-C+","A-B+C+","A+B+C+","A-B-D-","A+B-D-","A-B+D-","A+B+D-","A-C-D-","A+C-D-","B-C-D-","B+C-D-","A-C+D-","A+C+D-","B-C+D-","B+C+D-","A-B-D+","A+B-D+","A-B+D+","A+B+D+","A-C-D+","A+C-D+","B-C-D+","B+C-D+","A-C+D+","A+C+D+","B-C+D+","B+C+D+","A-B-C-D-","A+B-C-D-","A-B+C-D-","A+B+C-D-","A-B-C+D-","A+B-C+D-","A-B+C+D-","A+B+C+D-","A-B-C-D+","A+B-C-D+","A-B+C-D+","A+B+C-D+","A-B-C+D+","A+B-C+D+","A-B+C+D+","A+B+C+D+"
"a501",1,0.471018994371341,0.528981005628659,0.471367255887502,0.528632744112498,0.470730345186775,0.529269654813225,0.500712210488005,0.499287789511995,0.235820108808193,0.235547147079309,0.235198885563148,0.29343385854935,0.235365172593387,0.235365172593387,0.235911096051154,0.234819249135621,0.235653821777953,0.293615833035272,0.235456159836348,0.293813494976877,0.235694609162729,0.265017601325276,0.23593305848911,0.264779151998896,0.235747946512051,0.264964263975954,0.235324385208612,0.263963404303383,0.235434197398392,0.263853592113602,0.234982398674724,0.264305390837271,0.117718667444764,0.118192428606389,0.117646505148623,0.117172743986998,0.118101441363428,0.11735471847292,0.117552380414525,0.176261114562351,0.118151641221614,0.117781417267496,0.117542967941116,0.14723618405778,0.117819067161135,0.117928879350916,0.118468527826409,0.117279418685642,0.117875542001594,0.14708872197436,0.117464530662701,0.147499733313253,0.117668467586579,0.117765729811813,0.117655917622033,0.14619767449157,0.117546105432252,0.117436293242472,0.117442568224745,0.117539830449979,0.11777827977636,0.146527111060911,0.117991629173648,0.146313761663623,0.0592201452030898,0.0592483826233191,0.0585989219580455,0.0586804967275967,0.0589314960185237,0.0585330346441771,0.0589440459830701,0.0885556873301833,0.0584985222416747,0.0589440459830701,0.0590475831905775,0.0584922472594015,0.0591699453449044,0.0588216838287432,0.0586083344314552,0.0877054272321681
"a502",1,0.470350125201609,0.529649874798391,0.471897102477046,0.528102897522954,0.471068700852877,0.528931299147123,0.500533440439806,0.499466559560194,0.236794211229863,0.235102891247184,0.233555913971746,0.294546983551207,0.234858136221861,0.236210564631016,0.235881086712312,0.235187614140565,0.235491988979748,0.293439310167375,0.236016015764734,0.292915283382389,0.235925017101473,0.264608423338333,0.2365933865937,0.263940053846106,0.236417665037058,0.264115775402748,0.234425108100136,0.265041451460058,0.235303715883346,0.264162843676848,0.234651035815819,0.264815523744375,0.11831081377908,0.117570272933232,0.116547322442781,0.118640291697784,0.118483397450782,0.117532618313952,0.117008591528966,0.175906691853423,0.119788757585837,0.116804629007864,0.116136259515636,0.14780379433047,0.118113127027858,0.1183045380092,0.118536741494763,0.117880923542296,0.117811890073615,0.146303885329133,0.118056645098938,0.14605913030381,0.117005453644026,0.11829826223932,0.11741965445611,0.146743189220738,0.116745009194003,0.117906026621816,0.11734434521755,0.117306690598269,0.117680098906133,0.147135424838242,0.117959370665796,0.146856153078579,0.0598269142667077,0.0587098272280552,0.0582862127611505,0.0595947107811451,0.0599618433191292,0.0580948017798083,0.0578500467544856,0.0882090835493244,0.0584838995123727,0.0588604457051769,0.0582611096816302,0.0590455809166389,0.0585215541316531,0.0594378165341433,0.0591585447744802,0.0876976083040987
"a503",1,0.470306910186406,0.529693089813594,0.472007782589594,0.527992217410406,0.471452331638737,0.528547668361263,0.500677838448503,0.499322161551497,0.235103244837758,0.236904537751836,0.235203665348647,0.292788552061759,0.235426473357183,0.236025858281554,0.2366817297433,0.234770601895437,0.234880436829222,0.29366723153204,0.235326052846294,0.293221615514969,0.235840707964602,0.264837130483901,0.236913952174732,0.263763886273771,0.235624176237997,0.265053662210506,0.234466202221804,0.264855959329693,0.235093830414862,0.264228331136635,0.235828155400741,0.263494006150756,0.117768154145484,0.118913575597816,0.117658319211699,0.117112282683738,0.117335090692274,0.11799096215402,0.117545346136948,0.17567626937802,0.117984685872089,0.118929266302642,0.117856022092512,0.145907864181259,0.117786982991276,0.117837193246721,0.11853072240005,0.117093453837946,0.118053724973326,0.146999937237181,0.118383229774681,0.146670432435825,0.117118558965669,0.117975271449193,0.117347643256135,0.1468806878805,0.117639490365907,0.118188665034833,0.11815100734325,0.117677148057491,0.116826711855897,0.14666729429486,0.116942823071612,0.146551183079144,0.0588464193811586,0.0596843030188916,0.0589405636101174,0.058152890227829,0.0591382664909308,0.0592449632837507,0.058915458482395,0.08775497395343,0.0589217347643256,0.0592292725789242,0.0587177556015816,0.0589593924559091,0.0581968242013431,0.0587459988702693,0.0586298876545534,0.0879212954245905
"a504",1,0.469845163556972,0.530154836443028,0.471316360716213,0.528683639283787,0.470980714456002,0.529019285543998,0.501267299898365,0.498732700101635,0.235341355383515,0.235975005332698,0.234503808173457,0.29417983111033,0.235426051168802,0.2355546632872,0.236376526092576,0.234604188363426,0.23441911238817,0.294600173155828,0.234939834623637,0.294079450920361,0.237035271089251,0.264232028809115,0.235629948429677,0.265637351468688,0.235363313550071,0.265903986348294,0.232809892467721,0.265922807633913,0.235686412286535,0.2630462878151,0.235617400905931,0.263115299195704,0.118191399927224,0.118185126165351,0.117234651241577,0.117369537121849,0.117149955456291,0.117789879167346,0.117269156931879,0.176810293988481,0.118059650927889,0.117570297501788,0.118975620161361,0.146661731307326,0.118561551877737,0.116801761672334,0.117783605405473,0.117579708144598,0.118473719211514,0.147430267136781,0.117846343024204,0.14805764332409,0.117281704455626,0.11840470783091,0.115528188012096,0.147518099803004,0.116864499291065,0.118752901614866,0.118592920687102,0.117024480218829,0.115945393176657,0.147169906019047,0.117093491599433,0.146021807596271,0.0591835326298355,0.0586000727756377,0.0593780192479014,0.0582016888966962,0.0588761182980539,0.0589702247261503,0.0595976009134597,0.0884600424106303,0.0590078672973889,0.0595850533897135,0.057856631993676,0.0591678482251528,0.0582738371582368,0.058819654441196,0.0576715560184198,0.0883502515778511
"a505",1,0.472074063144544,0.527925936855456,0.471716179180571,0.528283820819429,0.472469619104725,0.527530380895275,0.498328305168284,0.501671694831716,0.236150047560895,0.235566131619676,0.235924015583649,0.29235980523578,0.236555021520128,0.235914597584597,0.235980523577961,0.236489095526764,0.235519041624416,0.292011339270859,0.235735655602611,0.291794725292664,0.235547295621572,0.262781009546712,0.23545625496407,0.262872050204214,0.235493926960278,0.262834378208006,0.236526767522972,0.265144927308744,0.236259924216501,0.265411770615215,0.236975692144447,0.264696002687269,0.117825446805572,0.118155076772389,0.118729574714556,0.117759520812208,0.118324600755324,0.117411054847287,0.117194440869093,0.174600284423571,0.118330879421358,0.117125375542712,0.117216416200214,0.145655634004,0.118192748768597,0.117301178191681,0.117671619487724,0.117822307472554,0.117354546852976,0.14547983135503,0.117784635476347,0.145049742731659,0.117819168139537,0.118440756076964,0.118707599383435,0.14670417123178,0.118362272751531,0.118613419392916,0.118308904090237,0.11866678805421,0.118164494771441,0.146531507915828,0.117951020126264,0.146744982561005,0.0589629527310628,0.0587086667566609,0.0592297960375339,0.0585925114350205,0.0593679266902954,0.0584167087860513,0.0579866201626802,0.087063122568979,0.0588624940745089,0.0594464100157281,0.0594997786770223,0.0591670093771877,0.0589566740650281,0.0589943460612358,0.0592078207064127,0.0875371618545924
"a751",1,0.471666436542106,0.528333563457894,0.470687361140748,0.529312638859252,0.471186313027979,0.528813686972021,0.500916314157681,0.499083685842319,0.235279350295605,0.235408010845143,0.236387086246501,0.292925552612751,0.236264701821331,0.234921611206648,0.235376630223305,0.235809682804674,0.235401734720775,0.293411952251246,0.235310730917444,0.293502956054577,0.235947757540763,0.264968556616918,0.234843159652052,0.26607315450563,0.236660097656495,0.264256216501186,0.235718679001343,0.263365006840976,0.235844201488697,0.263239484353622,0.234526215371484,0.264557470470835,0.117633399023435,0.117743231199869,0.118631302797896,0.117178380006778,0.11764595127217,0.117664779645273,0.117755783448605,0.175747172605972,0.117137585198388,0.117705574453663,0.118810172342375,0.147262982163255,0.118433604880314,0.118226492776181,0.117354111489073,0.119305986167422,0.117514152660449,0.146742063840737,0.117489048162978,0.146767168338208,0.118141765097217,0.11770243639148,0.117576913904126,0.145662570449496,0.117831096941017,0.116695118430467,0.118022518734231,0.116503696637253,0.117887582060326,0.146669888410509,0.117821682754465,0.146735787716369,0.05833657599759,0.0590175354914833,0.0600970288827243,0.0592089572846976,0.0588010092007983,0.0586880389621801,0.0587131434596508,0.088054024878557,0.0592968230258451,0.0587256957083862,0.0585342739151719,0.0579694227220807,0.0588449420713721,0.0589767406830934,0.059042639988954,0.0876931477274154
"a752",1,0.471678332653253,0.528321667346747,0.471979660378543,0.528020339621457,0.470984651118993,0.529015348881007,0.500288772403403,0.499711227596598,0.23573872375153,0.236240936627013,0.235939608901723,0.292080730719734,0.23620013183088,0.234784519288113,0.23614677171286,0.234837879406133,0.235478200822374,0.293537148058633,0.235832888665683,0.293182460215324,0.236579930317964,0.263708842085439,0.235936470071251,0.264352302332151,0.235691641294454,0.264597131108949,0.23509840233529,0.264612825261308,0.236043190307292,0.263668037289306,0.235293009824539,0.264418217772058,0.118387268903607,0.117759502809253,0.117812862927273,0.11702501647886,0.117351454847924,0.118481433817759,0.11812674597445,0.175055714240874,0.118434351360683,0.117502118710568,0.118145578957281,0.146206723374871,0.117922721993785,0.117768919300669,0.11828682632851,0.117404814965944,0.118657208324178,0.14593992278477,0.117649643742741,0.146947487366207,0.117304372390847,0.118738817916444,0.117794029944443,0.145874007344863,0.118277409837095,0.117015599987445,0.11785994538435,0.11743306444019,0.116820992498195,0.147597225273863,0.118183244922942,0.146234972849116,0.0592956464421357,0.0589911798863743,0.0586270755516495,0.0587777394142942,0.0591387049185473,0.0585109388241941,0.0595185034056311,0.0874289839605763,0.0590916224614709,0.0587683229228789,0.0591857873756238,0.0582472770645657,0.0582127499293763,0.0599704949935654,0.0586082425688189,0.0876267302802976
"a753",1,0.471234312906891,0.528765687093109,0.47192175130425,0.52807824869575,0.472204260234671,0.527795739765329,0.501060977983137,0.498939022016863,0.235989126545167,0.235932624759083,0.235245186361724,0.292833062334026,0.236463113750651,0.235741146484019,0.236174326843999,0.236029933390672,0.23477119915624,0.293024540609089,0.235747424460251,0.292048315305078,0.235728590531556,0.265332387451581,0.236751900657304,0.264309077325833,0.237407949173504,0.263653028809633,0.235505722375335,0.263433299641528,0.235169850646945,0.263769171369917,0.234796311061166,0.264142710955696,0.118355546905899,0.117818779938099,0.118107566844752,0.11792236654592,0.117633579639267,0.118113844820984,0.117137619516973,0.174910695788106,0.11831787904851,0.118434021608794,0.117410711483046,0.146898365842787,0.118547025180963,0.118860923992542,0.119262714471363,0.118145234702141,0.117181565350594,0.146471463459039,0.117489186185941,0.146163842623692,0.117671247496657,0.117498603150288,0.117834474878678,0.145934696491239,0.117916088569689,0.116880222491478,0.116911612372636,0.117884698688531,0.117589633805646,0.14655307715005,0.11825823827431,0.145884472681386,0.0597318048553868,0.0595309096159762,0.0588152203255758,0.0593300143765656,0.0585860741931231,0.058903111992818,0.0585954911574705,0.0875683514662214,0.0586237420505126,0.058287870322123,0.0592923465191761,0.0585923521693547,0.0590475054461444,0.0592107328281655,0.058542128359502,0.0873423443218844
"a754",1,0.470650622068122,0.529349377931878,0.470139161267042,0.529860838732958,0.470456078695932,0.529543921304068,0.50060088799636,0.49939911200364,0.234343180784135,0.235795980482907,0.236307441283986,0.293553397448972,0.235821082853512,0.23463499584242,0.234547137545302,0.23590894115063,0.23482953921461,0.294714382089459,0.23559202372174,0.293951897582328,0.23622585857952,0.264375029416841,0.235391204756899,0.265209683239461,0.235193523588384,0.265407364407976,0.234424763488602,0.264974348515038,0.234747956510143,0.264651155493497,0.235262555107548,0.264136556896092,0.117482232228306,0.117064905316996,0.118338850625206,0.117570090525424,0.116860948555829,0.118731075165911,0.11796859065878,0.175983306923548,0.117419476301793,0.117971728455106,0.118806382277726,0.146403300961735,0.118166271827296,0.117027251761088,0.117579503914401,0.117614019673983,0.118059586752224,0.147347777655752,0.117811700842498,0.147595663565478,0.116923704482342,0.117824252027801,0.11750105900626,0.147150096487237,0.117654811026216,0.117607744081332,0.116967633630901,0.118294921476647,0.116769952462386,0.147366604433706,0.117780322879242,0.14635623401685,0.058890161439621,0.05868934247478,0.0592761103876747,0.0583379092863082,0.0585293148621723,0.059282385980326,0.0595302718900516,0.0880653916754263,0.0585920707886851,0.0583755628422159,0.0590627402375312,0.0592321812391158,0.0583316336936569,0.059448689185585,0.0584383187687287,0.0879179152481212
"a755",1,0.472405889924963,0.527594110075037,0.473344635961194,0.526655364038806,0.472230071269348,0.527769928730652,0.498882295689303,0.501117704310697,0.237122853285611,0.236221782675583,0.235283036639352,0.291372327399454,0.237082038240558,0.23514803302879,0.237314370035478,0.23491570123387,0.235323851684406,0.292446077046247,0.236030265925717,0.291739662804935,0.235402342155662,0.263479953533641,0.23606794135192,0.262814354337383,0.235069542557534,0.26381275313177,0.237003547769301,0.264114156541396,0.237276694609274,0.263841009701422,0.237160528711814,0.263957175598882,0.11919249003171,0.118121880003768,0.117889548208847,0.117026153025023,0.117930363253901,0.118099902671816,0.117393488430505,0.174346174374431,0.118275721327431,0.117792220024489,0.117126620828231,0.145687733509152,0.117650937176227,0.117418605381307,0.117946061348152,0.117123481209381,0.117751404979435,0.146061348152334,0.118121880003768,0.145690873128002,0.11884713195818,0.118429562651094,0.118156415811121,0.145684593890302,0.119431101064331,0.117729427647484,0.119368308687325,0.117792220024489,0.11757244670497,0.146384728893912,0.117908385921949,0.146048789676933,0.0589965778154532,0.0589494835326991,0.0586543593607736,0.0584691218486076,0.0592791435119776,0.0588427364917899,0.0584722614674578,0.0872186116605444,0.0601959122162569,0.0591723964710684,0.0592351888480738,0.0585570311764152,0.0586512197419233,0.0592571661800257,0.0589212269630467,0.0871275627138865
