"","","A-","A+","B-","B+","C-","C+","D-","D+","A-B-","A+B-","A-B+","A+B+","A-C-","A+C-","B-C-","B+C-","A-C+","A+C+","B-C+","B+C+","A-D-","A+D-","B-D-","B+D-","C-D-","C+D-","A-D+","A+D+","B-D+","B+D+","C-D+","C+D+","A-B-C-","A+B-C-","A-B+C-","A+B+C-","A-B-C+","A+B-C+","A-B+C+","A+B+C+","A-B-D-","A+B-D-","A-B+D-","A+B+D-","A-C-D-","A+C-D-","B-C-D-","B+C-D-","A-C+D-","A+C+D-","B-C+D-","B+C+D-","A-B-D+","A+B-D+","A-B+D+","A+B+D+","A-C-D+","A+C-D+","B-C-D+","B+C-D+","A-C+D+","A+C+D+","B-C+D+","B+C+D+","A-B-C-D-","A+B-C-D-","A-B+C-D-","A+B+C-D-","A-B-C+D-","A+B-C+D-","A-B+C+D-","A+B+C+D-","A-B-C-D+","A+B-C-D+","A-B+C-D+","A+B+C-D+","A-B-C+D+","A+B-C+D+","A-B+C+D+","A+B+C+D+"
"a501",0,-0.0597096774665997,0.056344426607456,-0.0589705717508288,0.0556858468020514,-0.0603226838823844,0.0568899480089808,0.00142340745079592,-0.00142543642797108,0.0602885949071848,-0.0569236793875872,-0.0570056094363722,0.0481610684243485,0.0597096774665997,-0.0563444266074558,0.0612873601752648,-0.0580080152017677,-0.0562773171398611,0.0475769300395082,-0.0578555558008789,0.0489084825401435,-0.000637709770799254,0.000567491955389298,-0.000365639242880883,0.00032591772630666,0.000201569597681657,-0.000179309350200746,0.000639120941689257,-0.000569434567007924,0.000366548161607497,-0.000326954251049095,-0.000202185469316059,0.000179788619102754,-0.106876362573114,0.119171595308838,0.119759068137289,-0.107348515906712,0.119269106391599,-0.107190668176975,-0.107019738504111,0.0783215711708922,0.00192196446914833,-0.00192430155727086,-0.00192820146150129,0.00154201315464549,-9.9855591938514e-05,9.97725673162927e-05,0.00283830642095268,-0.00285892870799321,9.98177155271725e-05,-7.99858032645714e-05,-0.00285442975543545,0.00227902790192116,-0.00192614691195571,0.00192826871049604,0.00193007016586724,-0.00155056730242098,0.000100097480233309,-0.000100181046707497,-0.0028549627890134,0.00286076435444165,-9.98901708527761e-05,8.02988089090836e-05,0.00284979465165584,-0.00229225568576281,-0.00117109449668059,0.00117190844865963,0.00118490458430304,-0.00118185797154042,0.0011782137518036,-0.00118483365928026,-0.00117657678297406,0.000783915927771057,0.00118693941713553,-0.00117657678297406,-0.00117451492105557,0.00118706682626313,-0.00117208747272569,0.00118041461747139,0.00118471417636699,-0.000790892601433666
"a502",0,-0.0611307338160896,0.0576080762347306,-0.0578471398293906,0.054683047969364,-0.0596041533591641,0.0562504557152593,0.00106631216666966,-0.00106745040212873,0.0647084126744438,-0.0611986008508452,-0.0615917233081628,0.051686484977103,0.0582556255200001,-0.0547412104937783,0.0593181835037581,-0.0561562588015988,-0.0549037439546707,0.0463513884058227,-0.0559645676152328,0.0474890104488632,0.00211753418147194,-0.00188422085542697,0.00166290911006192,-0.00148826940073077,0.00267693126946512,-0.00239013553759495,-0.0021265652095719,0.00188469066293865,-0.0016692399126869,0.00148922966337697,-0.00268985756889029,0.00238952358142598,-0.102654458206083,0.115174503111625,0.116246494412455,-0.102383482532316,0.114234185675679,-0.103300212658922,-0.103739656362387,0.0754902896282309,0.00495791426103982,-0.00505917632997595,-0.00508821817281882,0.00401629099515214,-0.00250137918281298,0.0025035894324845,-0.00283665803791573,0.00286057655897247,0.00251407173503656,-0.0020198840222812,0.00285631264367918,-0.00230275240370512,-0.00505051480308142,0.00502053842085804,0.00505820042037812,-0.00402907887513694,0.00253707589119246,-0.00250576732276554,0.00287367587722603,-0.00286635999092973,-0.00251057197742609,0.00201252216566683,-0.00285052273985888,0.00229552650274622,0.00101954059409333,-0.0010378714405987,-0.00104541057558029,0.00102351514270196,-0.00101621147070047,0.00104995444090758,0.00105439898621602,-0.000690901933687499,-0.00104187872835018,0.00103628978195067,0.00104695574828981,-0.00103197278712271,0.00104229394511771,-0.00102516619333211,-0.00103000323882406,0.000695413317177249
"a503",0,-0.0612226164334691,0.0576896645714093,-0.0576126244352956,0.0544734454224196,-0.058790100847187,0.0555248983954883,0.00135475879675288,-0.00135659665829082,0.0573990804043743,-0.0538806923026931,-0.054259946982816,0.0458266553169971,0.0599504490818101,-0.0564191135734664,0.061658133564792,-0.0585353871969512,-0.0566865946024059,0.0477717799287005,-0.0584011803896287,0.0494694283808767,0.00156355065612,-0.00139030613692693,0.00249395199250343,-0.00223478929784463,-0.0017875136878114,0.00159172933916987,-0.00157025425735591,0.00139214273489643,-0.00250698395377854,0.00223585338659345,0.0017891643535605,-0.00159859893269847,-0.107391034533292,0.119096103064654,0.120446366631086,-0.107961132536587,0.120799037124711,-0.107198733842641,-0.107584027055557,0.0790427418329017,-0.00407026855103207,0.00405437777164935,0.00409137419290796,-0.00329260002301818,-0.00226390024936768,0.00226806919463264,-0.0031419171997402,0.00319056889532016,0.00226390443599559,-0.00181440851313153,0.00315575299262481,-0.00253988402361962,0.00411718954965379,-0.0040705926981493,-0.00409231957911988,0.0032815614537497,0.00227188520538621,-0.00225621471551439,0.00316196535147238,-0.00316467115670512,-0.00228248742768708,0.00182183291126556,-0.00318451162844472,0.00254842608452946,0.00310878513067671,-0.0030557092222883,-0.00309420798790058,0.00314591876241359,-0.00308387979292673,0.00308783985256533,0.00310513649063469,-0.00207927786355094,-0.00309519523470556,0.00308865913131044,0.00311560779940001,-0.00309322137068195,0.00314354010722118,-0.0031044400083799,-0.00311057852029093,0.00207966458491616
"a504",0,-0.0622048972356001,0.0585610096902873,-0.059078551078023,0.0557821191612584,-0.0597909511973689,0.0564167893764927,0.00253139311595734,-0.00253781733272216,0.0608595667274588,-0.0572174866649327,-0.0575663124877718,0.0483872040740729,0.0619317869406421,-0.0582879739641974,0.062834567606042,-0.059552296554591,-0.0585622181320886,0.0491803748652088,-0.0594696976741497,0.0501901456558185,0.00642153948085425,-0.0057257065217703,-0.00265120062536906,0.00235760810496819,-0.00307102438103026,0.00272618968973822,-0.00649599492141359,0.00572195958164224,0.00265761049001431,-0.00237520370212043,0.00307715755294286,-0.00274755381378427,-0.106927897440024,0.119752476801356,0.120784421985679,-0.107637750713917,0.120877242232418,-0.107273521352339,-0.107725097363209,0.0784361379557248,-0.00968588248049989,0.00982152678272305,0.00970495156755574,-0.0078042839481476,-0.00543638367097513,0.00554868328287303,0.00206360751422334,-0.00206292529793581,0.00547016305603665,-0.00437419522316971,-0.00205826259783377,0.00164130555368143,0.00984581380859459,-0.00965779159174554,-0.00989707346657703,0.00781982958731585,0.00554569624895654,-0.00542764760962277,-0.00204531846530885,0.0020770078251152,-0.00555870837218232,0.00440120250032674,0.0020757824278112,-0.00166144269743667,0.00945785319735916,-0.0094620858413204,-0.00933869451245425,0.00961817387214242,-0.0094179303253445,0.00949222715703156,0.00939183300484603,-0.00627812835185826,-0.00939700106153105,0.00939382007176668,0.00967581506315472,-0.00937171167653235,0.00960620832631834,-0.00942692857664763,-0.0096136962410015,0.0063256682540709
"a505",0,-0.0574722117044316,0.0543479043380663,-0.0582306089945857,0.055025580292239,-0.0566346517466698,0.053598359383818,-0.00334899127972842,0.00333781296280972,0.0587093005800843,-0.0555865254983734,-0.055504501133119,0.0471508509399796,0.0588267755959623,-0.0557043055619988,0.0571536172870299,-0.0539497472480624,-0.0557952991992085,0.0473854530495436,-0.0541175943892595,0.0459657019396546,0.00127200907945774,-0.00113880891996684,0.00164382474608701,-0.00147009420172396,0.000207850433666043,-0.000186192812472316,-0.00126513567791139,0.00112993683494964,-0.00163554907328628,0.00145816026915652,-0.000206507994745837,0.000184917615365604,-0.105553009110763,0.117674284219242,0.117070219954646,-0.105609088095375,0.117495387651297,-0.105906499193198,-0.106092222920092,0.0780971382090981,0.00110165245423622,-0.00111176005307435,-0.00111089704113138,0.000894891783260764,-8.96177295884773e-05,9.03070105597222e-05,-0.00282384894005066,0.00282821875486817,9.02659402990859e-05,-7.28090947128592e-05,0.00282912460733373,-0.00229145791278632,-0.00110521693432779,0.00110062989638395,0.00109815442688572,-0.000887704171175336,8.94973896933462e-05,-8.92999083567625e-05,0.00281657008311626,-0.0028002005809497,-8.9639156883916e-05,7.22917785477515e-05,-0.00281716926158885,0.00227015824253948,-0.00128945254058752,0.00129671324418206,0.00128529686685731,-0.00129759960037891,0.00128230446366461,-0.0013015021321341,-0.00131114908954023,0.000874218913867325,0.00129332230792219,-0.00127897256809293,-0.00127782611908823,0.00128666167196465,-0.00128958977397061,0.0012904298749823,0.00128577421917205,-0.000868727361051366
"a751",0,-0.0583360649096765,0.0551197347879756,-0.060414001574345,0.0569711585984777,-0.0593545135610626,0.0560280728590321,0.00183095110091936,-0.0018343096331015,0.0580626814543406,-0.0548464260507271,-0.0546253542180457,0.0463666788369843,0.061182454977704,-0.0579742499250397,0.0594945102947011,-0.0560525120064236,-0.0578593617654451,0.0489688764225404,-0.0561680891945001,0.0474275616338838,-0.00134538988572419,0.00119956091932391,-0.00395998179496418,0.00350826034828698,0.00268756919892644,-0.00240079227311673,0.00134851253367169,-0.00120541431417384,0.00395881718365653,-0.00353356208669969,-0.00270472040114974,0.00240382627126144,-0.107271985776911,0.1200584127411,0.119103936434419,-0.107666894764122,0.120163898275809,-0.107244857533976,-0.107166263239266,0.0788194989522287,0.000137615037652251,-0.000136932176649094,-0.000135659181827667,0.000109461767330449,-0.00344898427212084,0.00346699439532194,-0.00653941792532822,0.00647442349271791,0.00348804710521762,-0.00278455559606544,0.00657487866481591,-0.00523229959792561,-0.000136426644501681,0.000136954581133514,0.000137100800809003,-0.000110652257854173,0.00347864855343008,-0.0035002763124114,0.00654506225458778,-0.00658699531927953,-0.00346493137376327,0.00279370701365168,-0.00651355080637428,0.00526094843715458,0.00515002710914373,-0.00506467174064002,-0.0049739234028348,0.00507395407847372,-0.00508327434731848,0.00511910624911225,0.00511691181805746,-0.00339739044597953,-0.00504087720244572,0.00511581530790326,0.00513258831778611,-0.0051560075728491,0.00510542185239614,-0.00506816616269758,-0.0050625237211483,0.00342302479555943
"a752",0,-0.0583108437783659,0.0550972182455867,-0.0576722061834825,0.0545267065524514,-0.0597825927945339,0.0564093479131174,0.000577378091990214,-0.000577711650049601,0.0572462210865191,-0.0540337277699396,-0.0541009028415257,0.0459453964633905,0.0613119806061888,-0.0581073890145635,0.0604474068705297,-0.0573096304166893,-0.057941078335068,0.0490367164326582,-0.0570746042609139,0.0483981739830139,0.00255867040267693,-0.0022898905516136,-0.000803515597859321,0.000717689545397909,0.000268642829206943,-0.000239234615085737,-0.00256820259235314,0.00228729642373335,0.000803798029308343,-0.000719035362663376,-0.000269025628642701,0.000239453793456166,-0.102472224846305,0.114829393118123,0.114774282074084,-0.103605348753639,0.115252588734924,-0.102394814283503,-0.102687005754208,0.0757751674366682,-0.000193309162564691,0.000194880651154413,0.000193819163233795,-0.00015659242661829,-0.00742040093040461,0.00748567508142547,0.00140679833873574,-0.0014153683894127,0.00742942729508028,-0.00600011412210329,-0.00141242508846419,0.00113226076774611,0.000195209204066528,-0.000192813532726147,-0.000194359877686956,0.00015697419870834,0.00745337292357111,-0.00747771042024011,-0.00140990662456918,0.00141703329420778,-0.0074901207080521,0.00596835099503156,0.00140803219202377,-0.0011364876549535,0.00526871119134751,-0.00526807663742013,-0.00530070754630425,0.00531525886858676,-0.0052549695742465,0.00533956042683818,0.00524893152812561,-0.00355758624215785,-0.00525914558781709,0.00531611280420522,0.00527851668776869,-0.00533517851082565,0.00536698531072484,-0.00518227173714351,-0.0053024063506407,0.00356221646403121
"a753",0,-0.0592526484752762,0.0559372997594003,-0.0577949077149121,0.0546363725911946,-0.0571964517134883,0.0541012539307294,0.00211970779749491,-0.002124210504755,0.0593723683309571,-0.0560570339496413,-0.0562163255212799,0.0475681033070453,0.0607804108666629,-0.0574673997805096,0.0581006469748791,-0.0549422053562454,-0.0576981040617016,0.048756890302339,-0.0550062675011577,0.0467207075701128,-0.00164687408296777,0.00146540686980163,0.00122704220868634,-0.00109783244864783,0.00339579197161118,-0.00304792568592235,0.00165115311274014,-0.00147380346907842,-0.00123377785952987,0.00110128985842425,-0.00342187879658824,0.00305156760367247,-0.103121092498257,0.115546137265446,0.115246688675485,-0.103480959379963,0.115738996203265,-0.103321578248348,-0.104139335259316,0.0763443910932978,-0.000372042359456711,0.000371815778757773,0.000375057001017374,-0.000299668792556584,-0.00477161798161161,0.00478180346214089,-8.05733469452052e-05,8.13420370353094e-05,0.00485049916425191,-0.00386367515422201,8.1796261862289e-05,-6.57444902072628e-05,0.000374226431577358,-0.000374635992416037,-0.000373568341048298,0.000301738354183154,0.00482021148344939,-0.00483950056427759,8.22003733073824e-05,-8.15151724725095e-05,-0.00481037425331723,0.00387649688642216,-8.12577028270154e-05,6.58747264839161e-05,0.00293068367642373,-0.00293196651446244,-0.00296759107761669,0.002950559951306,-0.00297918086394946,0.00297197604690794,0.00298760197287628,-0.00199415117255113,-0.00297726948012947,0.00300339308208508,0.00295243718350118,-0.0029788621295675,0.00296469765915272,-0.00294779751860235,-0.00298141391588566,0.00200331131927788
"a754",0,-0.0604920587085535,0.0570405652118422,-0.0615793597412129,0.0580063052184694,-0.0609054940284867,0.0574080118176881,0.00120105443799221,-0.00120249870457184,0.0573971261080129,-0.0539551816729999,-0.0538414898414982,0.0455517678143368,0.063010028877387,-0.0595648915624898,0.0586805165797461,-0.0551158410650979,-0.0595169850759474,0.0500971961363284,-0.0551879739052711,0.0465409053885507,0.00261846165403614,-0.00233387644217131,0.000166218599295718,-0.000147506904273169,-0.00134779839007033,0.00119588572970267,-0.00263166204400742,0.0023340388750103,-0.000166646328095164,0.000147840037712592,0.00134922112602179,-0.00120020059234238,-0.102691955348153,0.114889711007389,0.113579905129223,-0.102619021399391,0.115102222682782,-0.101664898727539,-0.102289511395951,0.0749373000202519,-0.00448759776985829,0.00448667755751964,0.00445508685756906,-0.00360077425481789,-0.00306759998424515,0.00310703434992071,0.0022733833000777,-0.00226756185490531,0.00307982398326065,-0.00246082364425516,-0.00226376132162602,0.00181063220239533,0.00452698422532409,-0.00447221541139743,-0.00448448894102797,0.00359541350585018,0.00309043609752916,-0.00308214581233572,-0.00228007857065315,0.00225961891146189,-0.00310422505572075,0.00246657869263716,0.00226950271187764,-0.00182265156907285,0.00506070708917899,-0.00505241095471933,-0.0050025225628887,0.00510873653436162,-0.00506619004376472,0.00502714010044672,0.00500615444713593,-0.00336990957838727,-0.00506077753134203,0.00510543285778457,0.00504588254968218,-0.00500622337878754,0.00510928756284896,-0.00498803646127957,-0.00507405878309524,0.00338698580702757
"a755",0,-0.0567695460883042,0.0537191587404526,-0.0547843579888332,0.0519382780146152,-0.0571417924665241,0.0540523492809238,-0.00223791087698365,0.00223291381279374,0.0586713613373078,-0.0556245977835786,-0.0558404491344705,0.0474835703222932,0.0608566548443604,-0.057823040531154,0.0598509506087707,-0.0570306717746699,-0.0577810633343039,0.0490478718147296,-0.0567688669035197,0.0484102936928525,-0.00115731643607312,0.00103512169045715,-0.00031899831794843,0.000286620885216971,-0.00219981837523778,0.00196422679000512,0.00115082492707403,-0.0010315695902814,0.000317474267860438,-0.000285423939728646,0.00218520897465949,-0.00195930460830076,-0.102294099325441,0.115057865525904,0.115298205423793,-0.104092471434965,0.115255910794272,-0.103193262279736,-0.103783087370073,0.0764878651884095,0.00149503486174598,-0.00149892598205401,-0.00150743755974129,0.00121356440997769,-0.00103368535509117,0.00103680345888005,-0.00117816223082042,0.00118784107072254,0.00103387163650664,-0.000832706775166513,0.00117779519467421,-0.000953904502007737,-0.0014856310804579,0.00149309134421055,0.00149654556632982,-0.00121211956207015,0.00101932370467531,-0.00103299655059328,0.00116548963756556,-0.00117970005028534,-0.00103437507879507,0.000831558909625093,-0.00117853846884447,0.000952474258237007,-0.000755439075620469,0.000756614394485194,0.00076042280906697,-0.000762251372610224,0.000752405167952307,-0.000757413384650561,-0.000762210459759023,0.000511319287512357,0.000740941978955281,-0.000753195288257352,-0.000752397162420477,0.000761687196339968,-0.000759885664865902,0.000752684325460391,0.000756977377782106,-0.000511591896478644
